"ensembl_gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","source","type","score","phase","gene_type","gene_name","level","hgnc_id","havana_gene"
"ENSG00000099953.10",24223.670059404,-6.27811325077205,0.142576012546347,-44.0334467113199,0,0,"HAVANA","gene",NA,NA,"protein_coding","MMP11","2","HGNC:7157","OTTHUMG00000150742.3"
"ENSG00000101605.13",558.633963938908,4.76431659194819,0.121731994582983,39.137751815119,0,0,"HAVANA","gene",NA,NA,"protein_coding","MYOM1","2","HGNC:7613","OTTHUMG00000178209.7"
"ENSG00000119927.14",4815.76790132457,4.430168226318,0.106123359266878,41.7454578984543,0,0,"HAVANA","gene",NA,NA,"protein_coding","GPAM","2","HGNC:24865","OTTHUMG00000019055.3"
"ENSG00000123500.10",8544.6749614221,-7.12812743047634,0.154794263940013,-46.0490411533509,0,0,"HAVANA","gene",NA,NA,"protein_coding","COL10A1","2","HGNC:2185","OTTHUMG00000015426.5"
"ENSG00000117650.13",1467.79894227832,-4.25332170404283,0.111465202737958,-38.1582915525835,1.38573556082969e-318,1.32781181438701e-314,"HAVANA","gene",NA,NA,"protein_coding","NEK2","2","HGNC:7745","OTTHUMG00000037121.3"
"ENSG00000230838.1",303.868886875228,-5.56056812980783,0.151924109169467,-36.6009592566061,2.76132905857208e-293,2.2049212532698e-289,"HAVANA","gene",NA,NA,"lncRNA","LINC01614","2","HGNC:51847","OTTHUMG00000154838.1"
"ENSG00000022267.19",9076.08245348113,5.0308324992044,0.139508662724065,36.0610760720637,9.24769964848766e-285,6.32938985941491e-281,"HAVANA","gene",NA,NA,"protein_coding","FHL1","2","HGNC:3702","OTTHUMG00000022504.13"
"ENSG00000079308.19",15043.0194133589,3.11047788907097,0.0872483524688604,35.6508495696938,2.28592041550548e-278,1.36898058883585e-274,"HAVANA","gene",NA,NA,"protein_coding","TNS1","1","HGNC:11973","OTTHUMG00000133056.10"
"ENSG00000060718.22",12047.5258747071,-6.20002231728325,0.175437856973892,-35.3402761765718,1.41418946281303e-273,7.52820190704135e-270,"HAVANA","gene",NA,NA,"protein_coding","COL11A1","2","HGNC:2186","OTTHUMG00000010872.11"
"ENSG00000090889.12",1538.29249330013,-3.85256135921095,0.112176276313759,-34.3438156962463,1.74203915884982e-258,8.34610961004949e-255,"HAVANA","gene",NA,NA,"protein_coding","KIF4A","2","HGNC:13339","OTTHUMG00000021775.2"
"ENSG00000133800.9",750.883659098458,4.98260500269643,0.145417938558651,34.2640327052003,2.69571311303798e-257,1.17410559314227e-253,"HAVANA","gene",NA,NA,"protein_coding","LYVE1","1","HGNC:14687","OTTHUMG00000165713.2"
"ENSG00000127564.17",921.171746610623,-4.0061957589852,0.118205896282634,-33.8916744847166,8.83582336732447e-252,3.52770247940429e-248,"HAVANA","gene",NA,NA,"protein_coding","PKMYT1","1","HGNC:29650","OTTHUMG00000128975.4"
"ENSG00000203805.11",479.284792235825,-4.99077866086252,0.149830050542085,-33.3095973925517,2.80387444541115e-243,1.03333557445883e-239,"HAVANA","gene",NA,NA,"protein_coding","PLPP4","2","HGNC:23531","OTTHUMG00000019168.4"
"ENSG00000105974.13",8542.12504304422,3.38836456555008,0.102769375879514,32.9705667330564,2.1464007646191e-238,7.34529004520723e-235,"HAVANA","gene",NA,NA,"protein_coding","CAV1","1","HGNC:1527","OTTHUMG00000023413.9"
"ENSG00000134962.7",365.035525525167,4.71050278586245,0.143376326012486,32.8541183671581,9.94756133194648e-237,3.1772510894237e-233,"HAVANA","gene",NA,NA,"protein_coding","KLB","2","HGNC:15527","OTTHUMG00000128577.2"
"ENSG00000095637.22",6572.98003456093,3.66955719698164,0.111751945240819,32.8366292781209,1.76775342304728e-236,5.29331665613721e-233,"HAVANA","gene",NA,NA,"protein_coding","SORBS1","2","HGNC:14565","OTTHUMG00000018812.10"
"ENSG00000170145.5",3673.53745380727,2.44199191372276,0.0746447859039489,32.714835793957,9.60903824789603e-235,2.7080530732747e-231,"HAVANA","gene",NA,NA,"protein_coding","SIK2","1","HGNC:21680","OTTHUMG00000150644.4"
"ENSG00000183856.11",2242.68597455363,-3.70632226607336,0.114120151913443,-32.4773688426608,2.22583544392626e-231,5.92443200658373e-228,"HAVANA","gene",NA,NA,"protein_coding","IQGAP3","2","HGNC:20669","OTTHUMG00000033114.4"
"ENSG00000169418.10",1171.09928796066,3.61440464530611,0.111365163528657,32.4554333759502,4.54020582228046e-231,1.14484874181819e-227,"HAVANA","gene",NA,NA,"protein_coding","NPR1","2","HGNC:7943","OTTHUMG00000037085.4"
"ENSG00000173641.18",973.577234101111,5.15365823434403,0.159801674256415,32.2503394180624,3.4796295319812e-228,8.33545254386097e-225,"HAVANA","gene",NA,NA,"protein_coding","HSPB7","1","HGNC:5249","OTTHUMG00000009531.2"
"ENSG00000163815.6",442.960988906511,3.99670040190665,0.124010686011641,32.228677466807,7.00039875529515e-228,1.59709097317234e-224,"HAVANA","gene",NA,NA,"protein_coding","CLEC3B","2","HGNC:11891","OTTHUMG00000133087.3"
"ENSG00000056998.20",2243.65760792188,4.124310376579,0.128676191467348,32.0518530238406,2.0686317407209e-225,4.50491575899719e-222,"HAVANA","gene",NA,NA,"protein_coding","GYG2","2","HGNC:4700","OTTHUMG00000021079.6"
"ENSG00000181856.15",272.656016748573,4.64186301974333,0.145000824159049,32.0126664566523,7.26699356776164e-225,1.51374635578896e-221,"HAVANA","gene",NA,NA,"protein_coding","SLC2A4","2","HGNC:11009","OTTHUMG00000102181.6"
"ENSG00000120049.20",762.676157532942,5.04356998205261,0.158234920407515,31.8739376179638,6.1347184385272e-223,1.22464316829099e-219,"HAVANA","gene",NA,NA,"protein_coding","KCNIP2","1","HGNC:15522","OTTHUMG00000018937.4"
"ENSG00000131471.7",4772.50481940731,3.99393572929979,0.125448270404505,31.8373120364388,1.97241238777951e-222,3.77993109994064e-219,"HAVANA","gene",NA,NA,"protein_coding","AOC3","1","HGNC:550","OTTHUMG00000180656.3"
"ENSG00000175063.17",2248.16333971714,-4.1885375214716,0.131631851776231,-31.8200911477866,3.41410666782959e-222,6.2911480944506e-219,"HAVANA","gene",NA,NA,"protein_coding","UBE2C","2","HGNC:15937","OTTHUMG00000033038.3"
"ENSG00000029559.7",162.825226782781,-6.96352402582669,0.219882473027404,-31.6693001036005,4.11361510124787e-220,7.29938146299205e-217,"HAVANA","gene",NA,NA,"protein_coding","IBSP","2","HGNC:5341","OTTHUMG00000130600.4"
"ENSG00000158402.20",342.035213583155,-3.41204079957748,0.107991213762071,-31.5955407918182,4.25132128167037e-219,7.27431437874384e-216,"HAVANA","gene",NA,NA,"protein_coding","CDC25C","1","HGNC:1727","OTTHUMG00000129203.6"
"ENSG00000088325.16",4448.14858546029,-3.57265661957297,0.113218202859506,-31.5554966369351,1.50730813030287e-218,2.49017698354519e-215,"HAVANA","gene",NA,NA,"protein_coding","TPX2","2","HGNC:1249","OTTHUMG00000032190.3"
"ENSG00000123612.16",563.911675156112,5.20868334292693,0.165532993157794,31.466133992767,2.52555363991795e-217,4.03330916294896e-214,"HAVANA","gene",NA,NA,"protein_coding","ACVR1C","2","HGNC:18123","OTTHUMG00000131964.4"
"ENSG00000105011.9",1513.54215566877,-3.06122416169685,0.0973837918057903,-31.4346371704416,6.80764993662216e-217,1.05211131762441e-213,"HAVANA","gene",NA,NA,"protein_coding","ASF1B","2","HGNC:20996","OTTHUMG00000150401.3"
"ENSG00000143228.13",1002.46153664997,-3.78184771392976,0.120380172389565,-31.4158688998321,1.2285757385813e-216,1.83940823860718e-213,"HAVANA","gene",NA,NA,"protein_coding","NUF2","1","HGNC:14621","OTTHUMG00000034275.4"
"ENSG00000276043.5",1234.70167658398,-3.35085762014579,0.106783974297956,-31.3797799920425,3.8194859346057e-216,5.54519912505936e-213,"HAVANA","gene",NA,NA,"protein_coding","UHRF1","2","HGNC:12556","OTTHUMG00000180251.5"
"ENSG00000025423.11",294.490478841553,-3.01874997317871,0.0972135679417299,-31.0527639000778,1.04693637245061e-211,1.4752565177679e-208,"HAVANA","gene",NA,NA,"protein_coding","HSD17B6","1","HGNC:23316","OTTHUMG00000170854.5"
"ENSG00000172901.20",147.026532470314,5.05558861439656,0.162868678463478,31.0408892740555,1.51424853416566e-211,2.07278992205363e-208,"HAVANA","gene",NA,NA,"protein_coding","LVRN","1","HGNC:26904","OTTHUMG00000128890.5"
"ENSG00000077152.11",1330.39679635789,-3.21560793609238,0.10371690464285,-31.0037013461339,4.80554495920597e-211,6.39537941654328e-208,"HAVANA","gene",NA,NA,"protein_coding","UBE2T","2","HGNC:25009","OTTHUMG00000041392.5"
"ENSG00000152253.9",417.212073118562,-2.81751045690125,0.0910063728766138,-30.9594852299105,1.89362939656224e-210,2.4519941726837e-207,"HAVANA","gene",NA,NA,"protein_coding","SPC25","2","HGNC:24031","OTTHUMG00000132181.10"
"ENSG00000135437.10",83.2074251855409,4.21338967961817,0.136278839966888,30.917416677761,6.96841687083823e-210,8.78570663899631e-207,"HAVANA","gene",NA,NA,"protein_coding","RDH5","1","HGNC:9940","OTTHUMG00000170126.4"
"ENSG00000123485.12",873.184520301916,-3.53318251934857,0.114478986072028,-30.8631534972328,3.73131630239257e-209,4.58377856532379e-206,"HAVANA","gene",NA,NA,"protein_coding","HJURP","2","HGNC:25444","OTTHUMG00000059125.12"
"ENSG00000148180.21",36567.2769785751,2.56823392322214,0.0833817315571333,30.8009185616682,2.54726450813836e-208,3.05098606462272e-205,"HAVANA","gene",NA,NA,"protein_coding","GSN","2","HGNC:4620","OTTHUMG00000020584.8"
"ENSG00000145708.11",62.1325606063483,3.89251431829017,0.1269381519515,30.6646524976778,1.68558071366135e-206,1.96966273150037e-203,"HAVANA","gene",NA,NA,"protein_coding","CRHBP","2","HGNC:2356","OTTHUMG00000102133.3"
"ENSG00000165410.15",1301.20222212617,2.25532639868791,0.0738191508198547,30.5520501609632,5.3109351692197e-205,6.05825961803132e-202,"HAVANA","gene",NA,NA,"protein_coding","CFL2","1","HGNC:1875","OTTHUMG00000029536.9"
"ENSG00000137745.12",1682.17430056028,-6.20094807223136,0.203516434657787,-30.4690286200142,6.70551351696429e-204,7.47118959529673e-201,"HAVANA","gene",NA,NA,"protein_coding","MMP13","1","HGNC:7159","OTTHUMG00000165850.3"
"ENSG00000076555.15",3695.63346309768,3.66303875037016,0.120245719974977,30.4629449691219,8.0725852762591e-204,8.78994455876303e-201,"HAVANA","gene",NA,NA,"protein_coding","ACACB","2","HGNC:85","OTTHUMG00000169250.5"
"ENSG00000166803.14",371.498178844158,-3.25193429326783,0.106783321746763,-30.4535787056689,1.07409199743183e-203,1.14354994659909e-200,"HAVANA","gene",NA,NA,"protein_coding","PCLAF","1","HGNC:28961","OTTHUMG00000133017.5"
"ENSG00000124743.6",281.720179221507,3.86204618612823,0.127157504295785,30.3721452187723,1.28170060953213e-202,1.33491904788444e-199,"HAVANA","gene",NA,NA,"protein_coding","KLHL31","2","HGNC:21353","OTTHUMG00000014882.4"
"ENSG00000170312.16",2620.65807910395,-3.16439573949043,0.104844578760727,-30.1817774165711,4.10846762358299e-200,4.18801454991194e-197,"HAVANA","gene",NA,NA,"protein_coding","CDK1","2","HGNC:1722","OTTHUMG00000018290.6"
"ENSG00000115306.16",21387.2368092249,2.04241141359818,0.0677323066074021,30.1541689025393,9.45795501519824e-200,9.44022134954474e-197,"HAVANA","gene",NA,NA,"protein_coding","SPTBN1","2","HGNC:11275","OTTHUMG00000133746.7"
"ENSG00000169607.13",623.558595673187,-3.35609316036186,0.111368940225895,-30.134911525193,1.69115768831678e-199,1.65353805810728e-196,"HAVANA","gene",NA,NA,"protein_coding","CKAP2L","2","HGNC:26877","OTTHUMG00000131313.3"
"ENSG00000279204.1",48.424204759401,3.61346708050173,0.120461199125544,29.9969376590367,1.07587463162956e-197,1.03090307202744e-194,"HAVANA","gene",NA,NA,"TEC","AC134043.3","2",NA,"OTTHUMG00000185339.1"
"ENSG00000135451.13",750.465678854435,-3.5224842162065,0.117825218852031,-29.8958427620674,2.22853509173674e-196,2.0935120832374e-193,"HAVANA","gene",NA,NA,"protein_coding","TROAP","2","HGNC:12327","OTTHUMG00000169486.3"
"ENSG00000143476.18",1714.22102527587,-3.04899491020891,0.101992564199922,-29.8942862563233,2.33480470493979e-196,2.15116333487818e-193,"HAVANA","gene",NA,NA,"protein_coding","DTL","2","HGNC:30288","OTTHUMG00000037133.2"
"ENSG00000068976.14",108.939779265095,3.37521251914294,0.113015941483106,29.8649241412325,5.6194688454698e-196,5.07978778087657e-193,"HAVANA","gene",NA,NA,"protein_coding","PYGM","2","HGNC:9726","OTTHUMG00000066835.3"
"ENSG00000183549.10",178.841323559091,3.77545814473023,0.126472422714464,29.852026739885,8.26281126782204e-196,7.33094977483989e-193,"HAVANA","gene",NA,NA,"protein_coding","ACSM5","2","HGNC:26060","OTTHUMG00000131551.3"
"ENSG00000165028.12",272.133009030588,2.82484061814321,0.0949693886291114,29.7447489019351,2.02768221168233e-194,1.76629554112182e-191,"HAVANA","gene",NA,NA,"protein_coding","NIPSNAP3B","2","HGNC:23641","OTTHUMG00000020414.4"
"ENSG00000138180.16",1353.02289636006,-3.43925274234277,0.115997583130782,-29.6493482839652,3.45779218124503e-193,2.95826470363302e-190,"HAVANA","gene",NA,NA,"protein_coding","CEP55","2","HGNC:1161","OTTHUMG00000018774.2"
"ENSG00000122641.11",4461.06542840212,-3.41643803881398,0.115276664617623,-29.6368571223537,5.00945689706276e-193,4.21058034979433e-190,"HAVANA","gene",NA,NA,"protein_coding","INHBA","2","HGNC:6066","OTTHUMG00000023574.5"
"ENSG00000121691.7",6313.28474025512,2.03014406547199,0.0685187865276143,29.6290137107697,6.32186905203431e-193,5.22208183246489e-190,"HAVANA","gene",NA,NA,"protein_coding","CAT","2","HGNC:1516","OTTHUMG00000044353.5"
"ENSG00000112984.12",1689.28181132168,-3.3874304736728,0.114331368668971,-29.6281809017836,6.47998313155956e-193,5.2619659632715e-190,"HAVANA","gene",NA,NA,"protein_coding","KIF20A","2","HGNC:9787","OTTHUMG00000129195.4"
"ENSG00000168078.10",826.609333079175,-3.46554258614808,0.11717451686772,-29.5759067652941,3.05053194299585e-192,2.43584975648219e-189,"HAVANA","gene",NA,NA,"protein_coding","PBK","1","HGNC:18282","OTTHUMG00000102113.6"
"ENSG00000117724.13",6567.38697456581,-3.27915766869349,0.111019808444437,-29.5366900253177,9.73513474772816e-192,7.64607058628945e-189,"HAVANA","gene",NA,NA,"protein_coding","CENPF","2","HGNC:1857","OTTHUMG00000036955.2"
"ENSG00000123243.15",2983.33539816644,4.01078375494685,0.136021111715286,29.4864797410423,4.29151125472033e-191,3.31623071312341e-188,"HAVANA","gene",NA,NA,"protein_coding","ITIH5","1","HGNC:21449","OTTHUMG00000017635.7"
"ENSG00000155886.11",325.423869275848,-4.9754245416135,0.168925070904439,-29.4534405992825,1.13750195333789e-190,8.65043152133623e-188,"HAVANA","gene",NA,NA,"protein_coding","SLC24A2","2","HGNC:10976","OTTHUMG00000019646.2"
"ENSG00000169679.15",1549.73024780614,-3.30570394992907,0.112314378325066,-29.4325980273117,2.102672405045e-190,1.57404742071416e-187,"HAVANA","gene",NA,NA,"protein_coding","BUB1","2","HGNC:1148","OTTHUMG00000153638.6"
"ENSG00000166851.15",1369.17085793491,-3.39145070072161,0.115432416991935,-29.3804010095236,9.77581641423927e-190,7.20552868317236e-187,"HAVANA","gene",NA,NA,"protein_coding","PLK1","2","HGNC:9077","OTTHUMG00000096984.6"
"ENSG00000165304.8",1191.23548777932,-3.64805271547968,0.124327683398514,-29.3422399240431,3.00141276199561e-189,2.17875280950317e-186,"HAVANA","gene",NA,NA,"protein_coding","MELK","2","HGNC:16870","OTTHUMG00000019906.8"
"ENSG00000108960.9",1756.98933039528,2.83350975999974,0.096786799373263,29.2757873836924,2.10943149565204e-188,1.50840093965208e-185,"HAVANA","gene",NA,NA,"protein_coding","MMD","1","HGNC:7153","OTTHUMG00000177845.4"
"ENSG00000280339.1",295.99156407593,3.59241177191874,0.122974174022308,29.2127334904244,1.33635927949867e-187,9.41543721776192e-185,"HAVANA","gene",NA,NA,"TEC","AP001528.2","2",NA,"OTTHUMG00000167230.1"
"ENSG00000104415.14",1855.14067204782,-3.55374545776313,0.121767181415904,-29.1847558302682,3.02774301208995e-187,2.10230677839463e-184,"HAVANA","gene",NA,NA,"protein_coding","CCN4","1","HGNC:12769","OTTHUMG00000164440.3"
"ENSG00000186642.16",787.036526206434,3.13075498429169,0.107316422960619,29.1731209252153,4.25336081776986e-187,2.91112166827648e-184,"HAVANA","gene",NA,NA,"protein_coding","PDE2A","2","HGNC:8777","OTTHUMG00000102045.6"
"ENSG00000079435.10",3249.97564798867,4.53067746733616,0.155501841467659,29.1358444670152,1.26260343432737e-186,8.51990570966542e-184,"HAVANA","gene",NA,NA,"protein_coding","LIPE","1","HGNC:6621","OTTHUMG00000182814.4"
"ENSG00000161888.11",645.870762926636,-3.16925927631072,0.108988767201022,-29.0787698374938,6.66200715045133e-186,4.43301059136282e-183,"HAVANA","gene",NA,NA,"protein_coding","SPC24","1","HGNC:26913","OTTHUMG00000180798.2"
"ENSG00000072571.20",775.415067508539,-3.03930994677659,0.104553286040399,-29.0694827669235,8.7298915913038e-186,5.72943981012829e-183,"HAVANA","gene",NA,NA,"protein_coding","HMMR","2","HGNC:5012","OTTHUMG00000130381.8"
"ENSG00000237649.8",2003.94371807016,-3.17202146474487,0.109358667867051,-29.0056703013351,5.58073011851886e-185,3.6131456753816e-182,"HAVANA","gene",NA,NA,"protein_coding","KIFC1","2","HGNC:6389","OTTHUMG00000031209.5"
"ENSG00000186185.14",686.281862769282,-3.56320583934432,0.123051510227294,-28.9570264742186,2.28913198797756e-184,1.46229751392006e-181,"HAVANA","gene",NA,NA,"protein_coding","KIF18B","1","HGNC:27102","OTTHUMG00000179867.2"
"ENSG00000258311.5",26.8252506044498,2.71088906528844,0.0936536867209197,28.9458873452218,3.16151250411984e-184,1.99300084305765e-181,"HAVANA","gene",NA,NA,"protein_coding","AC009779.3","2",NA,"OTTHUMG00000170130.2"
"ENSG00000171848.16",3210.52383136821,-3.41546026225726,0.118123385894338,-28.9143444068934,7.88276822368518e-184,4.9047198129449e-181,"HAVANA","gene",NA,NA,"protein_coding","RRM2","2","HGNC:10452","OTTHUMG00000185555.7"
"ENSG00000075702.18",767.437389840718,-2.88327909696822,0.0997424552908268,-28.9072400369654,9.68247211178779e-184,5.94727229327889e-181,"HAVANA","gene",NA,NA,"protein_coding","WDR62","2","HGNC:24502","OTTHUMG00000048139.9"
"ENSG00000126787.13",1024.56013689711,-3.31764360175492,0.114896415237259,-28.8750836560396,2.4543887089767e-183,1.4884780132541e-180,"HAVANA","gene",NA,NA,"protein_coding","DLGAP5","1","HGNC:16864","OTTHUMG00000140310.3"
"ENSG00000077616.11",110.198523513876,2.89251530874193,0.100306569350843,28.8367484548768,7.42906798063495e-183,4.44908308690275e-180,"HAVANA","gene",NA,NA,"protein_coding","NAALAD2","1","HGNC:14526","OTTHUMG00000166368.6"
"ENSG00000185271.9",33.6409681915876,3.79622223412812,0.131774437246028,28.808487544822,1.67924938316216e-182,9.93244912929616e-180,"HAVANA","gene",NA,NA,"protein_coding","KLHL33","2","HGNC:31952","OTTHUMG00000170982.4"
"ENSG00000122729.19",3647.21326425249,2.03539027588184,0.0707114073215752,28.7844684892986,3.35631350174709e-182,1.96098755937443e-179,"HAVANA","gene",NA,NA,"protein_coding","ACO1","2","HGNC:117","OTTHUMG00000019740.4"
"ENSG00000175445.17",8209.27482216559,4.71596368747238,0.164292996389755,28.7045935682166,3.34343043601444e-181,1.92992472517412e-178,"HAVANA","gene",NA,NA,"protein_coding","LPL","2","HGNC:6677","OTTHUMG00000036645.9"
"ENSG00000164330.17",1162.70143152024,3.04448948032877,0.106381327635941,28.6186452828229,3.93858207587357e-180,2.2463984197036e-177,"HAVANA","gene",NA,NA,"protein_coding","EBF1","1","HGNC:3126","OTTHUMG00000130304.5"
"ENSG00000066279.18",1877.80263225764,-3.55652898872449,0.124280639242421,-28.6169190181517,4.13829066858133e-180,2.33253536390273e-177,"HAVANA","gene",NA,NA,"protein_coding","ASPM","2","HGNC:19048","OTTHUMG00000036277.2"
"ENSG00000134057.15",2941.77052025001,-2.58043799278762,0.0902217640997594,-28.6010589411042,6.51805890420161e-180,3.63116514070115e-177,"HAVANA","gene",NA,NA,"protein_coding","CCNB1","1","HGNC:1579","OTTHUMG00000097817.5"
"ENSG00000170509.12",56.9900827463385,5.00482637584077,0.1751511829998,28.5743224231976,1.40110302215468e-179,7.71572940131389e-177,"HAVANA","gene",NA,NA,"protein_coding","HSD17B13","2","HGNC:18685","OTTHUMG00000130602.3"
"ENSG00000135424.18",1731.82040924343,3.66712223135855,0.128354683976812,28.570225236354,1.57533632936039e-179,8.57663222041547e-177,"HAVANA","gene",NA,NA,"protein_coding","ITGA7","2","HGNC:6143","OTTHUMG00000170699.17"
"ENSG00000164611.13",1369.97618207956,-3.22343937823996,0.112829425617552,-28.5691375330243,1.62512073052214e-179,8.74826226958604e-177,"HAVANA","gene",NA,NA,"protein_coding","PTTG1","2","HGNC:9690","OTTHUMG00000130328.6"
"ENSG00000174371.17",822.504621798002,-3.45246494523953,0.12100008282466,-28.5327486117714,4.59878227700726e-179,2.44808509879353e-176,"HAVANA","gene",NA,NA,"protein_coding","EXO1","1","HGNC:3511","OTTHUMG00000039965.9"
"ENSG00000176438.12",1347.11239638767,2.99713537153433,0.105092626494661,28.5189881678957,6.81278751681345e-179,3.58682032890695e-176,"HAVANA","gene",NA,NA,"protein_coding","SYNE3","2","HGNC:19861","OTTHUMG00000171632.4"
"ENSG00000109674.4",200.595143454341,-3.41619688153971,0.119795738676058,-28.516848089042,7.24206811481458e-179,3.77138568892137e-176,"HAVANA","gene",NA,NA,"protein_coding","NEIL3","2","HGNC:24573","OTTHUMG00000160722.2"
"ENSG00000100526.20",581.649740749458,-2.91361065593188,0.102384109776689,-28.4576450611992,3.91935114316771e-178,2.01909799214156e-175,"HAVANA","gene",NA,NA,"protein_coding","CDKN3","1","HGNC:1791","OTTHUMG00000140302.4"
"ENSG00000286214.1",393.189914099288,4.22481431537987,0.14886608897072,28.3799644673331,3.5738996906177e-177,1.82154823593078e-174,"HAVANA","gene",NA,NA,"lncRNA","AUXG01000058.1","2",NA,"OTTHUMG00000193470.2"
"ENSG00000123975.5",1895.46908697635,-2.66309960763568,0.0938678667726065,-28.3707268440115,4.64644704904516e-177,2.34327661178688e-174,"HAVANA","gene",NA,NA,"protein_coding","CKS2","2","HGNC:2000","OTTHUMG00000020180.2"
"ENSG00000138640.15",1426.29807544834,2.42053755919175,0.0853567016606454,28.3579087769246,6.68675946802393e-177,3.33711089701069e-174,"HAVANA","gene",NA,NA,"protein_coding","FAM13A","2","HGNC:19367","OTTHUMG00000161006.3"
"ENSG00000087586.18",1464.30647467312,-3.11969234913985,0.110121877654113,-28.329451109966,1.49951364836996e-176,7.40636071066026e-174,"HAVANA","gene",NA,NA,"protein_coding","AURKA","2","HGNC:11393","OTTHUMG00000032796.7"
"ENSG00000170373.8",713.444525437261,-6.9188091693367,0.244605598242773,-28.2855716264913,5.20076668476422e-176,2.54253808027606e-173,"HAVANA","gene",NA,NA,"protein_coding","CST1","2","HGNC:2473","OTTHUMG00000032085.2"
"ENSG00000142945.13",1442.14389304879,-3.33126543542547,0.117874350157676,-28.2611563157665,1.03809294716258e-175,5.02374071702617e-173,"HAVANA","gene",NA,NA,"protein_coding","KIF2C","2","HGNC:6393","OTTHUMG00000008416.7"
"ENSG00000259347.7",23.046383466017,3.67697837272109,0.130378276895605,28.2023850926123,5.46671327139975e-175,2.61910232832762e-172,"HAVANA","gene",NA,NA,"lncRNA","AC087482.1","2",NA,"OTTHUMG00000172243.6"
"ENSG00000122952.17",2374.84075010023,-2.58417254827199,0.0916825029966069,-28.186103823623,8.65633716848875e-175,4.10618924497323e-172,"HAVANA","gene",NA,NA,"protein_coding","ZWINT","2","HGNC:13195","OTTHUMG00000018261.3"
"ENSG00000109686.19",4407.49842674964,2.01694373056741,0.0715615914119887,28.1847243859576,8.99996343250974e-175,4.22733576521119e-172,"HAVANA","gene",NA,NA,"protein_coding","SH3D19","2","HGNC:30418","OTTHUMG00000154051.8"
"ENSG00000105971.15",2740.1380903262,2.8764365716345,0.102396221658322,28.0912374016364,1.25344958441683e-173,5.83036597955442e-171,"HAVANA","gene",NA,NA,"protein_coding","CAV2","1","HGNC:1528","OTTHUMG00000023414.12"
"ENSG00000077157.22",3749.56927886629,2.1009135851672,0.0748115253599487,28.0827529589705,1.59122352749723e-173,7.33033838484543e-171,"HAVANA","gene",NA,NA,"protein_coding","PPP1R12B","1","HGNC:7619","OTTHUMG00000041393.7"
"ENSG00000244734.4",1785.32156170272,4.94591935727641,0.176216637954808,28.0672666025148,2.4591925368966e-173,1.12209442326396e-170,"HAVANA","gene",NA,NA,"protein_coding","HBB","2","HGNC:4827","OTTHUMG00000066678.8"
"ENSG00000174804.4",3851.90766303487,2.65708215165469,0.0946772810952206,28.0646224830048,2.64887956205077e-173,1.19724358318729e-170,"HAVANA","gene",NA,NA,"protein_coding","FZD4","2","HGNC:4042","OTTHUMG00000167231.3"
"ENSG00000162062.15",426.806008497683,-2.84189533885754,0.10135651982247,-28.0386041651316,5.50093297432455e-173,2.46308129719522e-170,"HAVANA","gene",NA,NA,"protein_coding","TEDC2","2","HGNC:25849","OTTHUMG00000128859.6"
"ENSG00000165810.17",999.468022762931,4.00322031066883,0.142926391748639,28.0089650462119,1.26362915950198e-172,5.60559935479071e-170,"HAVANA","gene",NA,NA,"protein_coding","BTNL9","1","HGNC:24176","OTTHUMG00000133152.5"
"ENSG00000245812.3",46.6181404205409,3.21160214008967,0.114762519040672,27.9847651213676,2.49022255341842e-172,1.09455561958052e-169,"HAVANA","gene",NA,NA,"lncRNA","LINC02202","1","HGNC:53068","OTTHUMG00000163513.2"
"ENSG00000180354.16",3226.25800317858,2.56445836674745,0.0916635434996704,27.9768626526714,3.10735318792776e-172,1.35339355666926e-169,"HAVANA","gene",NA,NA,"protein_coding","MTURN","1","HGNC:25457","OTTHUMG00000128559.5"
"ENSG00000132170.23",1032.50768493606,3.37406328195222,0.120775155267214,27.9367331342867,9.55529925261594e-172,4.12427375849396e-169,"HAVANA","gene",NA,NA,"protein_coding","PPARG","1","HGNC:9236","OTTHUMG00000129764.15"
"ENSG00000154839.10",474.528670101044,-3.38866183252309,0.121349184530098,-27.9248834316032,1.33096700349501e-171,5.69344903012909e-169,"HAVANA","gene",NA,NA,"protein_coding","SKA1","2","HGNC:28109","OTTHUMG00000132685.8"
"ENSG00000011426.11",2547.45953839581,-3.391860290927,0.121483488145142,-27.920339979657,1.51124391121363e-171,6.40740670674735e-169,"HAVANA","gene",NA,NA,"protein_coding","ANLN","1","HGNC:14082","OTTHUMG00000023143.8"
"ENSG00000080986.13",920.053700094305,-3.2139822763457,0.11540856324232,-27.8487331100153,1.11586935338987e-170,4.68958778253586e-168,"HAVANA","gene",NA,NA,"protein_coding","NDC80","1","HGNC:16909","OTTHUMG00000131483.5"
"ENSG00000165474.8",2501.99883737474,-4.31241901547135,0.154906062387749,-27.8389299230706,1.46659479980664e-170,6.10996146597705e-168,"HAVANA","gene",NA,NA,"protein_coding","GJB2","2","HGNC:4284","OTTHUMG00000016513.5"
"ENSG00000099260.11",2410.10228448288,2.89055690052241,0.10400665921876,27.7920368006691,5.41395376495459e-170,2.23605624895668e-167,"HAVANA","gene",NA,NA,"protein_coding","PALMD","2","HGNC:15846","OTTHUMG00000010764.3"
