"ensembl_gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","source","type","score","phase","gene_type","gene_name","level","hgnc_id","havana_gene"
"ENSG00000149380.12",549.659778420214,-2.46146071265667,0.111989185358241,-21.9794501119258,4.52914272958825e-107,4.94285257800849e-105,"HAVANA","gene",NA,NA,"protein_coding","P4HA3","1","HGNC:30135","OTTHUMG00000165254.5"
"ENSG00000154721.15",1179.1239212178,2.06142914998891,0.0938370032742936,21.9681903519785,5.80351016777648e-107,6.31923118495844e-105,"HAVANA","gene",NA,NA,"protein_coding","JAM2","2","HGNC:14686","OTTHUMG00000078441.4"
"ENSG00000163827.13",63.3807900945068,2.86515703034357,0.130454124889239,21.9629469959359,6.51348056036087e-107,7.07620983326279e-105,"HAVANA","gene",NA,NA,"protein_coding","LRRC2","1","HGNC:14676","OTTHUMG00000133479.3"
"ENSG00000189129.14",499.052882315478,3.08906760798976,0.141000564352166,21.9081932202373,2.17022316784449e-106,2.35238443374275e-104,"HAVANA","gene",NA,NA,"protein_coding","PLAC9","2","HGNC:19255","OTTHUMG00000018596.3"
"ENSG00000101049.17",127.751826832357,3.15809473310988,0.144171558345759,21.9051161640078,2.32188160980611e-106,2.51109137530047e-104,"HAVANA","gene",NA,NA,"protein_coding","SGK2","2","HGNC:13900","OTTHUMG00000033054.10"
"ENSG00000198947.16",1621.47163026671,2.99643541968082,0.136871632647169,21.8923042103626,3.07567932551474e-106,3.31136621315531e-104,"HAVANA","gene",NA,NA,"protein_coding","DMD","1","HGNC:2928","OTTHUMG00000021336.7"
"ENSG00000101955.15",1371.07736203875,2.50429735190011,0.114395864007405,21.8915025786071,3.13024572281212e-106,3.36255768116432e-104,"HAVANA","gene",NA,NA,"protein_coding","SRPX","2","HGNC:11309","OTTHUMG00000021362.2"
"ENSG00000135046.14",11985.4341888599,2.33236585875937,0.106637680250882,21.8718735560649,4.81396466627773e-106,5.14814837413763e-104,"HAVANA","gene",NA,NA,"protein_coding","ANXA1","2","HGNC:533","OTTHUMG00000020016.3"
"ENSG00000131187.10",342.719312245471,-2.87988271132506,0.131711036464434,-21.8651586733411,5.57711326649162e-106,5.95099101553705e-104,"HAVANA","gene",NA,NA,"protein_coding","F12","2","HGNC:3530","OTTHUMG00000163403.1"
"ENSG00000124657.1",30.7677923546203,-4.61687286943334,0.211316858250432,-21.8481048206853,8.10262522539119e-106,8.60746728488896e-104,"HAVANA","gene",NA,NA,"protein_coding","OR2B6","2","HGNC:8241","OTTHUMG00000014497.2"
"ENSG00000104147.9",58.3659661443832,-2.17334290274403,0.0995795137826962,-21.8252009895,1.33748441460371e-105,1.41454477491531e-103,"HAVANA","gene",NA,NA,"protein_coding","OIP5","2","HGNC:20300","OTTHUMG00000130251.5"
"ENSG00000118729.12",198.174975929552,3.43074229205861,0.157393802784816,21.797187890231,2.46716249716761e-105,2.58647166825602e-103,"HAVANA","gene",NA,NA,"protein_coding","CASQ2","2","HGNC:1513","OTTHUMG00000011970.1"
"ENSG00000223808.1",497.709301717898,-6.70524593057872,0.308084813609756,-21.7642857887572,5.05918306568023e-105,5.29225896674104e-103,"HAVANA","gene",NA,NA,"lncRNA","AC044784.1","2",NA,"OTTHUMG00000017651.1"
"ENSG00000092607.15",539.253344814702,2.27631141262126,0.104635443778229,21.754687803932,6.2369513375743e-105,6.51007273601709e-103,"HAVANA","gene",NA,NA,"protein_coding","TBX15","2","HGNC:11594","OTTHUMG00000012263.4"
"ENSG00000111247.15",714.273090424308,-2.29363106676447,0.105540805905058,-21.7321731352683,1.01865555060172e-104,1.05635903526685e-102,"HAVANA","gene",NA,NA,"protein_coding","RAD51AP1","1","HGNC:16956","OTTHUMG00000168125.5"
"ENSG00000062282.15",2999.66284436777,3.29755978712857,0.151891522781041,21.7099659464352,1.65180008629921e-104,1.70188692762571e-102,"HAVANA","gene",NA,NA,"protein_coding","DGAT2","1","HGNC:16940","OTTHUMG00000165338.4"
"ENSG00000102384.13",362.180181297699,-2.22739208540607,0.102669320928744,-21.6948165747776,2.29639008886521e-104,2.36094526089124e-102,"HAVANA","gene",NA,NA,"protein_coding","CENPI","2","HGNC:3968","OTTHUMG00000022018.2"
"ENSG00000165152.9",187.720043387699,2.22967611875442,0.102833885135121,21.6823094432802,3.01371734813819e-104,3.09180295822914e-102,"HAVANA","gene",NA,NA,"protein_coding","PGAP4","2","HGNC:28180","OTTHUMG00000020381.2"
"ENSG00000158373.8",2455.82570546533,-2.69937503875828,0.124546502377851,-21.6736318340668,3.63891617912123e-104,3.72522380644654e-102,"HAVANA","gene",NA,NA,"protein_coding","H2BC5","2","HGNC:4747","OTTHUMG00000014426.1"
"ENSG00000196549.12",2926.94539425648,3.27764975931195,0.151327159064841,21.6593622689205,4.96053302407046e-104,5.06735900177432e-102,"HAVANA","gene",NA,NA,"protein_coding","MME","1","HGNC:7154","OTTHUMG00000158455.6"
"ENSG00000133317.16",478.331871961123,4.56239915044926,0.210686567592311,21.654912330613,5.46350611664837e-104,5.56928889465156e-102,"HAVANA","gene",NA,NA,"protein_coding","LGALS12","2","HGNC:15788","OTTHUMG00000167807.3"
"ENSG00000213904.9",61.7070197462071,2.12496684916287,0.098237808690735,21.6308453688389,9.20803408706402e-104,9.32678463237288e-102,"HAVANA","gene",NA,NA,"lncRNA","LIPE-AS1","2","HGNC:48589","OTTHUMG00000182815.4"
"ENSG00000145681.11",264.475188242729,-4.95269908073292,0.229000729078559,-21.627438046426,9.91382948561157e-104,1.00204972712162e-101,"HAVANA","gene",NA,NA,"protein_coding","HAPLN1","2","HGNC:2380","OTTHUMG00000119045.6"
"ENSG00000125869.10",781.74791792612,-2.96019422102505,0.13689068666052,-21.6245114495344,1.05629856022876e-103,1.06317781555798e-101,"HAVANA","gene",NA,NA,"protein_coding","LAMP5","2","HGNC:16097","OTTHUMG00000031851.4"
"ENSG00000105048.17",1758.21673111521,-4.57136079449648,0.211470065949347,-21.6170585372185,1.2414151002479e-103,1.24688044974585e-101,"HAVANA","gene",NA,NA,"protein_coding","TNNT1","2","HGNC:11948","OTTHUMG00000180542.8"
"ENSG00000144485.11",533.547093119193,-2.88347848184839,0.133659954418727,-21.5732415470912,3.20434219447918e-103,3.19168470971928e-101,"HAVANA","gene",NA,NA,"protein_coding","HES6","2","HGNC:18254","OTTHUMG00000133340.5"
"ENSG00000123473.16",1028.70701838855,-2.11447567224725,0.098057232246442,-21.5636891211966,3.93920527904874e-103,3.90739803145393e-101,"HAVANA","gene",NA,NA,"protein_coding","STIL","1","HGNC:10879","OTTHUMG00000007851.4"
"ENSG00000177098.9",727.786066795528,2.56367676200355,0.118920632998248,21.5578802211834,4.46599356417056e-103,4.42077999296305e-101,"HAVANA","gene",NA,NA,"protein_coding","SCN4B","2","HGNC:10592","OTTHUMG00000166994.1"
"ENSG00000160949.17",1371.73124590941,-2.11852014394076,0.0983290976187024,-21.5452007111455,5.8728528083478e-103,5.80140985665862e-101,"HAVANA","gene",NA,NA,"protein_coding","TONSL","2","HGNC:7801","OTTHUMG00000153122.4"
"ENSG00000170323.9",12195.3253016328,4.87660509203765,0.226715425052079,21.5098072436731,1.26026941248781e-102,1.23982561709017e-100,"HAVANA","gene",NA,NA,"protein_coding","FABP4","2","HGNC:3559","OTTHUMG00000164602.3"
"ENSG00000091651.9",451.168974096769,-2.56159686833211,0.119106452198757,-21.5067850737211,1.34509837914185e-102,1.32056687181733e-100,"HAVANA","gene",NA,NA,"protein_coding","ORC6","2","HGNC:17151","OTTHUMG00000132539.5"
"ENSG00000018625.15",875.246462125163,4.52600172346461,0.210453607260706,21.5059355949071,1.36995197183463e-102,1.34221674786497e-100,"HAVANA","gene",NA,NA,"protein_coding","ATP1A2","2","HGNC:800","OTTHUMG00000024080.4"
"ENSG00000115718.18",50.2088908945992,-2.53639416446561,0.118121489412498,-21.4727580652844,2.79903975602408e-102,2.73120152161128e-100,"HAVANA","gene",NA,NA,"protein_coding","PROC","2","HGNC:9451","OTTHUMG00000131528.5"
"ENSG00000009950.16",333.790293745171,3.53866430099044,0.164831313031625,21.4683984244638,3.07431651116921e-102,2.99370943191295e-100,"HAVANA","gene",NA,NA,"protein_coding","MLXIPL","1","HGNC:12744","OTTHUMG00000129995.8"
"ENSG00000136960.13",2843.7239925095,2.71214268352961,0.126376621390878,21.4607943595917,3.62064985097904e-102,3.51856661988653e-100,"HAVANA","gene",NA,NA,"protein_coding","ENPP2","1","HGNC:3357","OTTHUMG00000164995.2"
"ENSG00000104549.12",5986.79360849255,-2.32200813831027,0.108204711858738,-21.4593994884592,3.73091053593534e-102,3.61106916720529e-100,"HAVANA","gene",NA,NA,"protein_coding","SQLE","2","HGNC:11279","OTTHUMG00000164990.3"
"ENSG00000103888.17",1193.51426671705,-3.17345536069479,0.147999756073217,-21.4423012908538,5.38822950840744e-102,5.19308082710545e-100,"HAVANA","gene",NA,NA,"protein_coding","CEMIP","2","HGNC:29213","OTTHUMG00000144184.5"
"ENSG00000187800.13",559.085138851478,2.03815055111166,0.0951182310947863,21.4275489320299,7.39732047036168e-102,7.1023171089184e-100,"HAVANA","gene",NA,NA,"protein_coding","PEAR1","2","HGNC:33631","OTTHUMG00000041293.4"
"ENSG00000069431.11",926.610571135314,2.33870301085587,0.109283112994283,21.4004062180972,1.32449104007409e-101,1.26407103047708e-99,"HAVANA","gene",NA,NA,"protein_coding","ABCC9","2","HGNC:60","OTTHUMG00000169094.4"
"ENSG00000176058.13",2319.05879783035,-2.01835763849507,0.0944070154685501,-21.3793183533849,2.08147422593545e-101,1.97863948739221e-99,"HAVANA","gene",NA,NA,"protein_coding","TPRN","2","HGNC:26894","OTTHUMG00000020984.5"
"ENSG00000154553.16",2150.73242693794,2.52544588252658,0.118145618050103,21.3757050342366,2.24900629059202e-101,2.13366121549037e-99,"HAVANA","gene",NA,NA,"protein_coding","PDLIM3","2","HGNC:20767","OTTHUMG00000160412.8"
"ENSG00000106327.13",205.37324794703,-3.22251453969571,0.150939513615194,-21.3497079890638,3.92382670014426e-101,3.71522800798244e-99,"HAVANA","gene",NA,NA,"protein_coding","TFR2","2","HGNC:11762","OTTHUMG00000159598.6"
"ENSG00000179603.18",43.028516999756,-2.98779503256052,0.140097266624866,-21.3265762033804,6.43489841355763e-101,6.05689554014825e-99,"HAVANA","gene",NA,NA,"protein_coding","GRM8","2","HGNC:4600","OTTHUMG00000022888.12"
"ENSG00000005249.13",4586.57983557994,2.48801543156634,0.116703576373538,21.3191018551381,7.5493342914057e-101,7.09193344904406e-99,"HAVANA","gene",NA,NA,"protein_coding","PRKAR2B","2","HGNC:9392","OTTHUMG00000137418.2"
"ENSG00000186458.5",118.321715410429,4.89716515585115,0.229846889123327,21.3062059466183,9.94338859972369e-101,9.32265651296991e-99,"HAVANA","gene",NA,NA,"protein_coding","DEFB132","2","HGNC:33806","OTTHUMG00000043061.2"
"ENSG00000187288.12",2148.77401403961,5.29165795344647,0.248432685562565,21.3001680574508,1.13114596603098e-100,1.05846100063563e-98,"HAVANA","gene",NA,NA,"protein_coding","CIDEC","2","HGNC:24229","OTTHUMG00000128522.4"
"ENSG00000245848.3",618.679378194134,2.21683400264709,0.104107977531441,21.2936035759373,1.30127057631005e-100,1.21528018150126e-98,"HAVANA","gene",NA,NA,"protein_coding","CEBPA","2","HGNC:1833","OTTHUMG00000161461.2"
"ENSG00000135604.10",426.746428640083,2.1497921134621,0.100963326516486,21.2928019275501,1.32372310310472e-100,1.23384384960598e-98,"HAVANA","gene",NA,NA,"protein_coding","STX11","2","HGNC:11429","OTTHUMG00000015739.2"
"ENSG00000127561.15",175.087254154958,-3.18538143511282,0.150009866701056,-21.2344794723453,4.58746166898748e-100,4.25116612304043e-98,"HAVANA","gene",NA,NA,"protein_coding","SYNGR3","2","HGNC:11501","OTTHUMG00000128711.5"
"ENSG00000127588.5",40.577336642593,-5.89868352551935,0.277816271513655,-21.2323183713501,4.80336017362401e-100,4.44264451579781e-98,"HAVANA","gene",NA,NA,"protein_coding","GNG13","2","HGNC:14131","OTTHUMG00000047839.4"
"ENSG00000137960.6",154.760486837657,2.64917251659588,0.124998211088968,21.19368344168,1.09210463678348e-99,1.00620640669801e-97,"HAVANA","gene",NA,NA,"protein_coding","GIPC2","2","HGNC:18177","OTTHUMG00000041145.2"
"ENSG00000181234.9",422.40761485756,4.71776175325943,0.222824608668292,21.1725346740428,1.71103307085041e-99,1.57342791601618e-97,"HAVANA","gene",NA,NA,"protein_coding","TMEM132C","2","HGNC:25436","OTTHUMG00000163736.4"
"ENSG00000144642.22",1115.2110989959,2.13724365463249,0.101003428476848,21.1601099770825,2.22702558148543e-99,2.04399991588059e-97,"HAVANA","gene",NA,NA,"protein_coding","RBMS3","2","HGNC:13427","OTTHUMG00000155699.10"
"ENSG00000134201.12",519.454250958764,3.79584714666884,0.179396307312265,21.1590037918765,2.27988570264249e-99,2.08851479949525e-97,"HAVANA","gene",NA,NA,"protein_coding","GSTM5","2","HGNC:4637","OTTHUMG00000011644.5"
"ENSG00000169248.13",830.100453461625,-3.75293505312575,0.177425501295509,-21.1521738742341,2.63514354321113e-99,2.4093459380772e-97,"HAVANA","gene",NA,NA,"protein_coding","CXCL11","1","HGNC:10638","OTTHUMG00000130101.5"
"ENSG00000053438.11",204.073828211376,3.51145669051957,0.166112439026642,21.1390351685606,3.48121762946956e-99,3.1648033515728e-97,"HAVANA","gene",NA,NA,"protein_coding","NNAT","2","HGNC:7860","OTTHUMG00000032420.5"
"ENSG00000007968.7",615.946962633877,-2.59374422446491,0.122805596513826,-21.1207330780962,5.12928108743048e-99,4.65423971399232e-97,"HAVANA","gene",NA,NA,"protein_coding","E2F2","2","HGNC:3114","OTTHUMG00000003223.2"
"ENSG00000261468.1",48.20584512104,2.27201050266955,0.10757793921408,21.1196693231709,5.24608650951983e-99,4.75122882175983e-97,"HAVANA","gene",NA,NA,"lncRNA","AC096921.2","2",NA,"OTTHUMG00000175700.1"
"ENSG00000198848.13",1494.44652471538,3.78519589746005,0.179310056164757,21.1097803348076,6.46725600336207e-99,5.84615537964296e-97,"HAVANA","gene",NA,NA,"protein_coding","CES1","1","HGNC:1863","OTTHUMG00000176718.4"
"ENSG00000277954.1",48.117446801303,2.07467832931149,0.0983276984857224,21.099632771459,8.0156184067246e-99,7.23217095793174e-97,"HAVANA","gene",NA,NA,"lncRNA","AC092376.2","2",NA,"OTTHUMG00000176937.2"
"ENSG00000111275.13",6212.64716036204,2.27788108453482,0.108020554918653,21.0874780846128,1.03641337303138e-98,9.33356479359651e-97,"HAVANA","gene",NA,NA,"protein_coding","ALDH2","2","HGNC:404","OTTHUMG00000169603.5"
"ENSG00000070031.4",37.3059537020425,-3.63152474903141,0.172222463366724,-21.0862432114828,1.06381762521707e-98,9.56238319402436e-97,"HAVANA","gene",NA,NA,"protein_coding","SCT","2","HGNC:10607","OTTHUMG00000133313.5"
"ENSG00000167513.9",988.110897770262,-2.49952401481963,0.1185625084407,-21.0819090089494,1.16585098594863e-98,1.04599102503369e-96,"HAVANA","gene",NA,NA,"protein_coding","CDT1","2","HGNC:24576","OTTHUMG00000173467.3"
"ENSG00000167434.10",159.691864419056,5.3018930484287,0.251535332217931,21.0781244991663,1.2628960571878e-98,1.13094112336201e-96,"HAVANA","gene",NA,NA,"protein_coding","CA4","2","HGNC:1375","OTTHUMG00000179987.4"
"ENSG00000151651.16",1321.76285503357,-2.28937187506297,0.108636124377881,-21.0737624171827,1.38479010999826e-98,1.23778533899285e-96,"HAVANA","gene",NA,NA,"protein_coding","ADAM8","1","HGNC:215","OTTHUMG00000019309.7"
"ENSG00000146966.13",377.310651309965,2.18148223715816,0.103554534552435,21.0660232947458,1.63064678105471e-98,1.45482844097451e-96,"HAVANA","gene",NA,NA,"protein_coding","DENND2A","2","HGNC:22212","OTTHUMG00000157411.3"
"ENSG00000246022.3",17.2659327254176,5.08480427034053,0.241387946142786,21.064864056355,1.67104869495543e-98,1.48810302928094e-96,"HAVANA","gene",NA,NA,"lncRNA","ALDH1L1-AS2","1","HGNC:42446","OTTHUMG00000162642.3"
"ENSG00000158106.14",2715.85278500132,-2.30067949293331,0.109225152256119,-21.063641893934,1.7147256395213e-98,1.52416522058378e-96,"HAVANA","gene",NA,NA,"protein_coding","RHPN1","2","HGNC:19973","OTTHUMG00000165006.3"
"ENSG00000274641.2",36.8712209575716,-4.60742867782545,0.219064124164812,-21.0323287548402,3.31949493723619e-98,2.94512967487011e-96,"HAVANA","gene",NA,NA,"protein_coding","H2BC17","2","HGNC:4758","OTTHUMG00000014493.2"
"ENSG00000246430.7",54.7436177088616,3.80850901931904,0.181193302223538,21.0190386321261,4.39240021013644e-98,3.88265487209662e-96,"HAVANA","gene",NA,NA,"lncRNA","LINC00968","2","HGNC:48727","OTTHUMG00000164412.4"
"ENSG00000135119.15",403.462288796192,-2.1198444647146,0.100873377405068,-21.0149052133164,4.79197938860717e-98,4.22028920051782e-96,"HAVANA","gene",NA,NA,"protein_coding","RNFT2","2","HGNC:25905","OTTHUMG00000150882.4"
"ENSG00000159263.16",286.852422445942,-4.79050774388837,0.228112656102399,-21.0006223492393,6.47320554026131e-98,5.69048215475081e-96,"HAVANA","gene",NA,NA,"protein_coding","SIM2","2","HGNC:10883","OTTHUMG00000086637.4"
"ENSG00000248668.3",17.8882154670066,2.42885421274255,0.115709607658214,20.9909467493568,7.93494966821468e-98,6.93728902562345e-96,"HAVANA","gene",NA,NA,"lncRNA","OXCT1-AS1","2","HGNC:40423","OTTHUMG00000162087.3"
"ENSG00000154262.13",562.964687746268,2.66606117457259,0.127091814653699,20.9774420314723,1.05413256875206e-97,9.1991787557215e-96,"HAVANA","gene",NA,NA,"protein_coding","ABCA6","2","HGNC:36","OTTHUMG00000180258.2"
"ENSG00000117122.14",1616.04188984841,-2.35618602275058,0.112357589099348,-20.9704216834628,1.22176402044633e-97,1.06426753126516e-95,"HAVANA","gene",NA,NA,"protein_coding","MFAP2","2","HGNC:7033","OTTHUMG00000002290.2"
"ENSG00000128564.7",68.5713333075693,-4.81988862589647,0.229855995554486,-20.9691664307879,1.25442551865069e-97,1.09073550995562e-95,"HAVANA","gene",NA,NA,"protein_coding","VGF","2","HGNC:12684","OTTHUMG00000157109.3"
"ENSG00000254211.6",38.5451786205656,3.88152110170791,0.18515612616359,20.9635035152901,1.41294641128099e-97,1.2263453363129e-95,"HAVANA","gene",NA,NA,"lncRNA","LINC01485","1","HGNC:51138","OTTHUMG00000163337.7"
"ENSG00000156509.14",67.7627108114223,-2.40167160443504,0.114666098197916,-20.9449143398052,2.08773925025009e-97,1.8054799184022e-95,"HAVANA","gene",NA,NA,"protein_coding","FBXO43","2","HGNC:28521","OTTHUMG00000164803.3"
"ENSG00000068489.13",1349.57169770967,-2.6233849211128,0.125346985800738,-20.9289828898092,2.91653195672759e-97,2.51314831019458e-95,"HAVANA","gene",NA,NA,"protein_coding","PRR11","1","HGNC:25619","OTTHUMG00000179362.3"
"ENSG00000187608.10",7044.87555041916,-3.54106571489956,0.169219775173592,-20.925838669074,3.11536147548494e-97,2.67965831760293e-95,"HAVANA","gene",NA,NA,"protein_coding","ISG15","2","HGNC:4053","OTTHUMG00000040777.4"
"ENSG00000187151.7",18.2136320286941,4.11440984446204,0.196620158704568,20.9256765510202,3.12597221751403e-97,2.68396646847844e-95,"HAVANA","gene",NA,NA,"protein_coding","ANGPTL5","2","HGNC:19705","OTTHUMG00000167318.2"
"ENSG00000099822.3",95.7964472940007,-3.66054067220479,0.174968171009915,-20.9211804128498,3.43505825424051e-97,2.9388150171547e-95,"HAVANA","gene",NA,NA,"protein_coding","HCN2","2","HGNC:4846","OTTHUMG00000180590.2"
"ENSG00000127423.11",245.728534697025,-2.23035472282351,0.106667412494476,-20.9094293249029,4.39457476969984e-97,3.74633589352881e-95,"HAVANA","gene",NA,NA,"protein_coding","AUNIP","2","HGNC:28363","OTTHUMG00000007372.2"
"ENSG00000124253.11",607.149633550988,5.24452348115277,0.250878815410765,20.9046087552904,4.86167992920469e-97,4.12984193986164e-95,"HAVANA","gene",NA,NA,"protein_coding","PCK1","2","HGNC:8724","OTTHUMG00000032825.4"
"ENSG00000158186.13",2854.90014384945,2.2150158297502,0.106102987414098,20.8760929709308,8.8325840818055e-97,7.4632998828801e-95,"HAVANA","gene",NA,NA,"protein_coding","MRAS","1","HGNC:7227","OTTHUMG00000159888.4"
"ENSG00000263586.1",14.313069494565,2.21751950742777,0.106246875026922,20.8713856936109,9.74671775688538e-97,8.22121915021793e-95,"HAVANA","gene",NA,NA,"lncRNA","HID1-AS1","2","HGNC:51181","OTTHUMG00000179217.1"
"ENSG00000230798.5",138.396737026687,-4.43467813140456,0.212503424884466,-20.868737215956,1.0301925365988e-96,8.67425736879591e-95,"HAVANA","gene",NA,NA,"lncRNA","FOXD3-AS1","2","HGNC:40241","OTTHUMG00000009138.1"
"ENSG00000119771.15",399.271376581355,2.47811880293866,0.11886094900007,20.8488895956669,1.56000764092543e-96,1.31122747503048e-94,"HAVANA","gene",NA,NA,"protein_coding","KLHL29","2","HGNC:29404","OTTHUMG00000151899.4"
"ENSG00000132031.13",1187.99608895922,-2.88084983183132,0.138274130241593,-20.8343370288997,2.11421747465674e-96,1.77084194424483e-94,"HAVANA","gene",NA,NA,"protein_coding","MATN3","2","HGNC:6909","OTTHUMG00000151788.2"
"ENSG00000196132.14",219.751157685187,-4.89860041590848,0.235370709989262,-20.8122770081799,3.35047423982583e-96,2.80141746649311e-94,"HAVANA","gene",NA,NA,"protein_coding","MYT1","2","HGNC:7622","OTTHUMG00000149988.8"
"ENSG00000117407.17",266.978287302391,-3.21526285697686,0.154497499857843,-20.8110995966621,3.43378151952661e-96,2.86607095122857e-94,"HAVANA","gene",NA,NA,"protein_coding","ARTN","2","HGNC:727","OTTHUMG00000007705.4"
"ENSG00000133392.18",6272.55316339347,3.23656814877669,0.15559622617831,20.8010710045606,4.23252051346445e-96,3.52660970087099e-94,"HAVANA","gene",NA,NA,"protein_coding","MYH11","1","HGNC:7569","OTTHUMG00000129935.9"
"ENSG00000196666.6",32.5726762549634,4.02318240910455,0.193490900096273,20.7926181908441,5.0480100885562e-96,4.19151062985663e-94,"HAVANA","gene",NA,NA,"protein_coding","FAM180B","2","HGNC:34451","OTTHUMG00000167871.2"
"ENSG00000165092.13",2004.15745409515,2.54461888662175,0.122446321381768,20.7815053805336,6.36318446637064e-96,5.25620978937616e-94,"HAVANA","gene",NA,NA,"protein_coding","ALDH1A1","2","HGNC:402","OTTHUMG00000020019.3"
"ENSG00000254847.1",6.4377355276171,2.35295880060015,0.113328310576466,20.7623213355195,9.48714382038784e-96,7.78303185675995e-94,"HAVANA","gene",NA,NA,"lncRNA","AC009806.1","2",NA,"OTTHUMG00000165780.1"
"ENSG00000254109.6",45.6891533501709,2.10916918139641,0.101728221693334,20.7333731612319,1.7321330651895e-95,1.4161517944237e-93,"HAVANA","gene",NA,NA,"lncRNA","RBPMS-AS1","2","HGNC:48721","OTTHUMG00000163930.2"
"ENSG00000135346.9",561.196705924686,-8.13619398716004,0.392772079187591,-20.7147972533815,2.54776001974922e-95,2.0723800092731e-93,"HAVANA","gene",NA,NA,"protein_coding","CGA","2","HGNC:1885","OTTHUMG00000015161.4"
"ENSG00000172458.4",104.034271202364,2.03352156130654,0.0982422709612473,20.6990488046503,3.53273902802237e-95,2.86384986180291e-93,"HAVANA","gene",NA,NA,"protein_coding","IL17D","2","HGNC:5984","OTTHUMG00000016521.3"
"ENSG00000169245.6",3098.31360688845,-3.60927975801875,0.174679969790844,-20.6622417117451,7.57641011530333e-95,6.13151703757065e-93,"HAVANA","gene",NA,NA,"protein_coding","CXCL10","2","HGNC:10637","OTTHUMG00000160887.3"
"ENSG00000249001.5",28.3428211692584,-5.13829871204279,0.248750927978825,-20.6564001742345,8.55061433115011e-95,6.8966318620438e-93,"HAVANA","gene",NA,NA,"lncRNA","AC093895.1","2",NA,"OTTHUMG00000161060.1"
"ENSG00000241684.6",74.2977642917377,3.12092558336956,0.15129109787198,20.6286134958874,1.51944415739783e-94,1.22141895270017e-92,"HAVANA","gene",NA,NA,"lncRNA","ADAMTS9-AS2","2","HGNC:42435","OTTHUMG00000158725.3"
"ENSG00000175877.4",25.4760563108791,-4.35497122897299,0.211345209844562,-20.6059613661267,2.42653336157244e-94,1.94406711292535e-92,"HAVANA","gene",NA,NA,"protein_coding","TMEM270","2","HGNC:23018","OTTHUMG00000157243.2"
"ENSG00000183145.9",191.092721761232,-3.1737628500398,0.154153028289685,-20.5883911931698,3.48758197205354e-94,2.78948334359074e-92,"HAVANA","gene",NA,NA,"protein_coding","RIPPLY3","2","HGNC:3047","OTTHUMG00000086639.2"
"ENSG00000117148.8",154.68250336258,-7.00571262368619,0.340566652912513,-20.5707533716927,5.01804556351923e-94,4.00024231195019e-92,"HAVANA","gene",NA,NA,"protein_coding","ACTL8","2","HGNC:24018","OTTHUMG00000002512.2"
"ENSG00000099812.9",2376.98763864059,-3.24177022130715,0.157728919942677,-20.5527954067351,7.26564761604787e-94,5.78234513762215e-92,"HAVANA","gene",NA,NA,"protein_coding","MISP","2","HGNC:27000","OTTHUMG00000181786.7"
"ENSG00000197472.15",103.567765619652,-3.29447151795743,0.160360980899085,-20.5440968213499,8.69128836888985e-94,6.90546643040651e-92,"HAVANA","gene",NA,NA,"protein_coding","ZNF695","2","HGNC:30954","OTTHUMG00000040707.7"
"ENSG00000116194.13",339.448710072419,3.05187730911754,0.148683756272319,20.5259631961943,1.26236828700676e-93,9.99670489760227e-92,"HAVANA","gene",NA,NA,"protein_coding","ANGPTL1","2","HGNC:489","OTTHUMG00000035075.5"
"ENSG00000112782.19",552.122922570489,2.48227431589434,0.120935270174915,20.5256441094819,1.27068297754019e-93,1.00459441343153e-91,"HAVANA","gene",NA,NA,"protein_coding","CLIC5","2","HGNC:13517","OTTHUMG00000014775.11"
"ENSG00000145362.20",1133.30962880433,2.34857991369799,0.114520929504693,20.5078663250087,1.83154416625117e-93,1.44087489335129e-91,"HAVANA","gene",NA,NA,"protein_coding","ANK2","1","HGNC:493","OTTHUMG00000132912.13"
"ENSG00000196550.10",78.1801627229961,-2.62134191842469,0.127873130004728,-20.4995523166419,2.17283118364832e-93,1.7065629837474e-91,"HAVANA","gene",NA,NA,"protein_coding","FAM72A","2","HGNC:24044","OTTHUMG00000042552.3"
"ENSG00000170989.10",1793.20128205638,2.03012803651936,0.0992071515912851,20.4635250983025,4.5524911959953e-93,3.56388649019828e-91,"HAVANA","gene",NA,NA,"protein_coding","S1PR1","2","HGNC:3165","OTTHUMG00000010835.3"
"ENSG00000153823.19",459.995213384341,2.47927564917923,0.121389591028962,20.4241206199279,1.02079937230313e-92,7.96522767541413e-91,"HAVANA","gene",NA,NA,"protein_coding","PID1","2","HGNC:26084","OTTHUMG00000133191.5"
"ENSG00000224940.9",101.974121724628,3.63360824295624,0.178225752801205,20.3876722967707,2.1514120972519e-92,1.67310466421534e-90,"HAVANA","gene",NA,NA,"protein_coding","PRRT4","2","HGNC:37280","OTTHUMG00000157714.4"
"ENSG00000282840.1",6.50463331615933,2.69611792416268,0.132243038658151,20.3875981036111,2.15467663915856e-92,1.67310466421534e-90,"HAVANA","gene",NA,NA,"lncRNA","AC004554.1","2",NA,"OTTHUMG00000191601.1"
"ENSG00000179546.4",70.3359802547001,-3.64692912376322,0.179027733848634,-20.3707495222314,3.03989705070023e-92,2.35665805338266e-90,"HAVANA","gene",NA,NA,"protein_coding","HTR1D","2","HGNC:5289","OTTHUMG00000003235.1"
"ENSG00000204136.11",543.775999974018,2.05013718457029,0.100663573430308,20.3662269747423,3.33396432565953e-92,2.58045607176653e-90,"HAVANA","gene",NA,NA,"protein_coding","GGTA1","2","HGNC:4253",NA
